document_index,score,lexical_diversity,char_entropy,token_entropy,repetition_penalty,ngram_repetition_penalty,pii_density_penalty,url_html_noise_penalty,non_linguistic_symbol_penalty,length_prior,language_consistency,optional_lm_surprisal,duplicate_cluster_penalty
38,0.8148314768347312,0.7752808988764045,0.9649857248278766,0.7460967133107382,0.9659090909090909,0.9885057471264368,1.0,0.0,0.7040169133192389,1.0,1.0,1.0,1.0
39,0.5951008774008226,0.07142857142857142,0.6919404984799614,0.25,0.07272727272727275,0.07407407407407407,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,0.87786123485659,0.7659574468085106,0.9345624547141558,0.7519975552853819,0.9139784946236559,0.9565217391304348,1.0,0.65,0.8062283737024222,1.0,1.0,1.0,1.0
41,0.7496257359598547,0.6909090909090909,1.0,0.7534724039751495,0.9174311926605505,0.9722222222222222,0.6774193548387097,0.0,0.5808936825885979,1.0,0.9913793103448276,1.0,1.0
42,0.604248271631904,0.1,0.7215111961569972,0.1981203125901445,0.10344827586206895,0.1071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,0.604248271631904,0.1,0.7215111961569972,0.1981203125901445,0.10344827586206895,0.1071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,0.8752333075655719,0.7325581395348837,0.9026634064832791,0.7027407058439046,0.9647058823529412,1.0,1.0,0.65,0.7777777777777778,1.0,0.9971098265895953,1.0,1.0
45,0.9311411445208524,0.8076923076923077,0.9721067943614186,0.7307639592384054,1.0,1.0,1.0,1.0,0.768888888888889,1.0,0.9884057971014493,1.0,1.0
46,0.8712361314000888,0.9375,0.9904423313806735,0.8074953125901445,1.0,1.0,0.6470588235294117,0.65,0.7377049180327868,1.0,1.0,1.0,1.0
47,0.9363478613516386,0.8292682926829268,0.8741133723896175,0.7442070867376815,1.0,1.0,1.0,1.0,0.8774617067833698,1.0,1.0,1.0,1.0
48,0.8450614280029498,0.9186046511627907,0.9753301670886498,0.7829342571284599,1.0,1.0,1.0,0.0,0.762962962962963,1.0,0.9976525821596244,1.0,1.0
49,0.832584552997284,0.8717948717948718,0.9460779902908476,0.7512044840816161,1.0,1.0,1.0,0.0,0.7404921700223714,1.0,1.0,1.0,1.0
50,0.8997897072971488,0.8470588235294118,0.9759300606439499,0.7588872677493252,1.0,1.0,1.0,0.65,0.7450199203187251,1.0,0.9897435897435898,1.0,1.0
51,0.6037845531575804,0.1,0.7169667551086263,0.1981203125901445,0.10344827586206895,0.1071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,0.8117111031618186,0.8142857142857143,0.9609281293960082,0.7134643503246798,0.9710144927536232,1.0,1.0,0.0,0.6464646464646464,1.0,1.0,1.0,1.0
53,0.7496257359598547,0.6909090909090909,1.0,0.7534724039751495,0.9174311926605505,0.9722222222222222,0.6774193548387097,0.0,0.5808936825885979,1.0,0.9913793103448276,1.0,1.0
54,0.9192722094685788,0.7901234567901234,0.8952319814223303,0.724709418630804,0.95,0.9746835443037974,1.0,1.0,0.8340611353711791,1.0,1.0,1.0,1.0
55,0.6037845531575804,0.1,0.7169667551086263,0.1981203125901445,0.10344827586206895,0.1071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,0.9266963420981806,0.7647058823529411,0.9072223007540268,0.7195182972593738,0.9880952380952381,1.0,1.0,1.0,0.8495575221238938,1.0,1.0,1.0,1.0
57,0.9375131701535454,0.8481012658227848,0.8891952953929045,0.7464145832270581,1.0,1.0,1.0,1.0,0.8574821852731591,1.0,0.9938837920489296,1.0,1.0
58,0.7858721060337873,0.6744186046511628,0.9271977026829286,0.7006243872402467,0.9647058823529412,1.0,1.0,0.0,0.5853131749460043,1.0,1.0,1.0,1.0
59,0.6133682225187076,0.125,0.7215834768562785,0.1981203125901445,0.13043478260869568,0.13636363636363635,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,0.8124295410692473,0.75,0.9227427120336881,0.7259453095753752,0.9518072289156626,1.0,1.0,0.0,0.7709611451942741,1.0,1.0,1.0,1.0
61,0.8249968813308076,0.813953488372093,0.9665871257460003,0.7516700492733335,1.0,1.0,1.0,0.0,0.7030927835051546,1.0,1.0,1.0,1.0
62,0.7872206206845335,0.6781609195402298,0.9264819404613105,0.7038892150226274,0.9651162790697675,1.0,1.0,0.0,0.5923566878980892,1.0,1.0,1.0,1.0
63,0.9212798812281999,0.7638888888888888,0.9159607845686375,0.7061194880199991,0.9577464788732394,0.9714285714285714,1.0,1.0,0.8672985781990521,1.0,1.0,1.0,1.0
64,0.800349108602606,0.7948717948717948,0.9703208642638599,0.731973714850847,0.948051948051948,0.9736842105263158,1.0,0.0,0.5864978902953586,1.0,1.0,1.0,1.0
65,0.8110858011668881,0.7368421052631579,0.9010096572526823,0.7455611944567277,0.9574468085106383,0.978494623655914,1.0,0.0,0.7911646586345382,1.0,1.0,1.0,1.0
66,0.8024676831292292,0.782051282051282,0.9920944152485083,0.7275588310332772,0.974025974025974,1.0,1.0,0.0,0.550561797752809,1.0,0.9874213836477987,1.0,1.0
67,0.822025776759344,0.7790697674418605,0.9172821362644488,0.7396574584208765,0.9529411764705882,0.9761904761904762,1.0,0.0,0.852760736196319,1.0,1.0,1.0,1.0
68,0.9447662406821601,0.8481012658227848,0.9147420490655491,0.7464145832270581,1.0,1.0,1.0,1.0,0.8987341772151899,1.0,1.0,1.0,1.0
69,0.8998278233696967,0.8536585365853658,0.9030410995369605,0.7485588443173665,1.0,1.0,1.0,0.65,0.8127659574468085,1.0,1.0,1.0,1.0
70,0.9019801036781163,0.7027027027027027,0.9490603551259614,0.6908280811546648,0.9452054794520548,0.9722222222222222,1.0,1.0,0.7339901477832512,1.0,1.0,1.0,1.0
71,0.8107183717504651,0.7835051546391752,0.9452366654378043,0.7643969016539917,0.9583333333333334,0.9789473684210527,1.0,0.0,0.6799999999999999,1.0,1.0,1.0,1.0
72,0.6014524859500122,0.08333333333333333,0.7133062093653153,0.25,0.08510638297872342,0.08695652173913038,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,0.6082807062667005,0.1111111111111111,0.7215435602304383,0.1981203125901445,0.11538461538461542,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,0.8287740407599812,0.875,0.9884615193977906,0.75781150013879,0.9873417721518988,1.0,1.0,0.0,0.676595744680851,1.0,0.9887640449438202,1.0,1.0
75,0.9236955513481272,0.7857142857142857,0.9307432611265215,0.7379986808106577,0.9879518072289156,1.0,1.0,1.0,0.7695852534562212,1.0,0.9877675840978594,1.0,1.0
76,0.8687533961421473,0.7608695652173914,0.9627083202599837,0.7427417458599433,0.9120879120879121,0.9555555555555556,0.6551724137931034,1.0,0.7685352622061483,1.0,1.0,1.0,1.0
77,0.9411848358292294,0.873015873015873,0.9683514741767164,0.713916166028435,1.0,1.0,1.0,1.0,0.8111111111111111,1.0,1.0,1.0,1.0
78,0.919010896153683,0.7611940298507462,0.9123877757088487,0.6943345396533215,0.9848484848484849,1.0,1.0,1.0,0.7969543147208122,1.0,1.0,1.0,1.0
79,0.829655538830662,0.8765432098765432,0.9876745187011394,0.7604521029806962,0.9875,1.0,1.0,0.0,0.6820083682008369,1.0,0.9889807162534435,1.0,1.0
80,0.604248271631904,0.1,0.7215111961569972,0.1981203125901445,0.10344827586206895,0.1071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,0.9265218474179739,0.7682926829268293,0.9624445051336938,0.7278124411551153,1.0,1.0,1.0,1.0,0.7714285714285715,1.0,0.9935691318327974,1.0,1.0
82,0.9264269228269764,0.8108108108108109,0.977778768279258,0.7250589299831959,0.9863013698630136,1.0,1.0,1.0,0.7281553398058253,1.0,1.0,1.0,1.0
83,0.9154324822612631,0.782608695652174,0.9210209412336564,0.6978687047304407,0.9558823529411765,1.0,1.0,1.0,0.7666666666666666,1.0,1.0,1.0,1.0
84,0.6037845531575804,0.1,0.7169667551086263,0.1981203125901445,0.10344827586206895,0.1071428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,0.6082807062667005,0.1111111111111111,0.7215435602304383,0.1981203125901445,0.11538461538461542,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,0.8343989286902384,0.8840579710144928,0.9431135884603428,0.7345800498508943,1.0,1.0,1.0,0.0,0.7622739018087855,1.0,1.0,1.0,1.0
87,0.8380032433160259,0.8433734939759037,1.0,0.7500133393419142,1.0,1.0,0.5714285714285714,0.65,0.6333333333333333,1.0,1.0,1.0,1.0
88,0.8762320826548394,0.735632183908046,0.9023297110051812,0.7059812081250939,0.9651162790697675,1.0,1.0,0.65,0.7816593886462881,1.0,0.9971671388101983,1.0,1.0
89,0.6133682225187076,0.125,0.7215834768562785,0.1981203125901445,0.13043478260869568,0.13636363636363635,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,0.8928857012821113,0.8518518518518519,0.9803271242412419,0.751192843721437,1.0,1.0,0.6103896103896104,1.0,0.7846790890269151,1.0,1.0,1.0,1.0
91,0.9124978507618939,0.7837837837837838,0.9084530402530049,0.7149237948480607,0.9315068493150684,0.9722222222222222,1.0,1.0,0.7951219512195122,1.0,1.0,1.0,1.0
92,0.6133682225187076,0.125,0.7215834768562785,0.1981203125901445,0.13043478260869568,0.13636363636363635,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,0.8287740407599812,0.875,0.9884615193977906,0.75781150013879,0.9873417721518988,1.0,1.0,0.0,0.676595744680851,1.0,0.9887640449438202,1.0,1.0
94,0.870181600615449,0.9368421052631579,0.9913287797644819,0.8054424773571579,1.0,1.0,0.6428571428571428,0.65,0.7338262476894639,1.0,1.0,1.0,1.0
95,0.8955229289473542,0.8315789473684211,0.982525258598321,0.7751535957668239,0.9787234042553191,1.0,1.0,0.65,0.7195571955719557,1.0,1.0,1.0,1.0
96,0.808871098195965,0.8048780487804879,0.9971853180247324,0.7392602689056137,0.9876543209876543,1.0,1.0,0.0,0.5495145631067961,1.0,1.0,1.0,1.0
97,0.8997897072971488,0.8470588235294118,0.9759300606439499,0.7588872677493252,1.0,1.0,1.0,0.65,0.7450199203187251,1.0,0.9897435897435898,1.0,1.0
98,0.9342866213072968,0.8484848484848485,0.9526588077186146,0.709404325570185,1.0,1.0,1.0,1.0,0.7873417721518987,1.0,1.0,1.0,1.0
99,0.7754666422180984,0.7446808510638298,0.9468086985129626,0.736392053299332,1.0,1.0,0.6511627906976745,0.0,0.7375745526838966,1.0,1.0,1.0,1.0
100,0.8024676831292292,0.782051282051282,0.9920944152485083,0.7275588310332772,0.974025974025974,1.0,1.0,0.0,0.550561797752809,1.0,0.9874213836477987,1.0,1.0
101,0.9343725744347499,0.7934782608695652,0.9103639116340625,0.7553030400146125,0.989010989010989,1.0,1.0,1.0,0.8648111332007953,1.0,0.9974874371859297,1.0,1.0
